1.306457301650849228e-06,1.067396827690771049e-09,1.687262991020558600e-01,2.505156792676608843e-09,1.968602683662567519e-09,1.477797549996636941e-09,6.805239318914330652e-09,1.362008655390024799e-09,3.718967704630499706e-09,1.791512269195820933e-09,4.151212668880670488e-08,5.444729061686427487e-08,2.584776371867614180e-09,2.245231794022781588e-09,5.845162277562936005e-09,3.214054977164857823e-09,1.014951290290908020e-08,6.893870117852943547e-10,5.917980510379448289e-09,8.112247687001256691e-09,4.361650546446489885e-09,1.194032201277581097e-08,2.572453359716054352e-09,7.835809531575954252e-09,2.681916146543457678e-09,2.320563511063430240e-09,1.657384542456525495e-09,1.317175267075308491e-08,6.041730971026127484e-06,4.007379353936601411e-09,4.018784800690921148e-09,7.565341562586291623e-09,3.724210734043361870e-09,1.286048456553459959e-08,3.444931037833815078e-09,2.357783178624356248e-09,1.639691704629571850e-08,9.453148752457463218e-09,9.342145983582996439e-09,2.230552374974419282e-09,6.880715269554157526e-09,3.751145101326867916e-09,6.415217705563547929e-09,3.468530744464324582e-09,2.218679370055478921e-09,3.195293086514424213e-09,2.491369500160834616e-08,8.278757836257073027e-09,8.058858379844828614e-09,1.222881665003690066e-08,1.303647378510262330e-08,1.494232187417330777e-08,8.024792544877813990e-06,3.388566223409430582e-09,8.099116682835513663e-09,3.210646529609951587e-09,1.074103499424855159e-08,4.876330021048937746e-09,9.097143466789740404e-09,3.940390135201593592e-09,9.634961871699406013e-09,3.452266057988082031e-09,3.822151912081735368e-09,1.052683634335895780e-08,6.524171218508473288e-09,3.459384144532179173e-09,4.487259562818537469e-09,4.815609149062154427e-09,5.103840798402122258e-09,4.676243068328359180e-09,1.282176443135997372e-08,3.762561529058140591e-09,5.618677179209347404e-09,4.238682604161192962e-09,4.103373321815737514e-09,3.583217312189114641e-09,9.905831114674903967e-09,6.169898674532079184e-09,6.472498543349707020e-09,3.812961830696544514e-09,1.021413931690124320e-08,1.617200447566387052e-08,1.311890034292082657e-08,1.392354421879250435e-08
1.330412082836770503e-06,1.047901955087506809e-09,2.962348957599266197e-01,2.530361122755187208e-09,1.940923117291872088e-09,3.246350252042701161e-09,6.025225903099910860e-09,1.210293360687611297e-09,3.697446452848482044e-09,1.939200165540680708e-09,4.179347252654724588e-08,4.481104147942434056e-08,3.808595905656297214e-09,2.823061251584976028e-09,6.151462400096101134e-09,2.674419651634667136e-09,1.045267105125730582e-08,6.474947456934734296e-10,1.532078798995750849e-08,8.837561135551676966e-09,3.706900537691590804e-09,1.120926413689868033e-08,4.476731759258678761e-09,6.925374707767651423e-09,2.661283206211845492e-09,4.750121890283613426e-09,1.408015433757174878e-09,9.142956300209047247e-09,5.569783275506911120e-06,3.520209830622018783e-09,3.975009920384435046e-09,7.262999036604862102e-09,3.732566263970595104e-09,8.940055426521485444e-09,4.076029488337497703e-09,2.700371320756774658e-09,1.492962279727278971e-08,9.313100940434569753e-09,1.337357283243814976e-08,3.826649901164541453e-09,6.677679581562495614e-09,4.654826173889757110e-09,6.555713930120094455e-09,4.364825124254375889e-09,2.188179264910641456e-09,3.089467376504256558e-09,1.396607681480901826e-08,1.118892543707024591e-08,7.976825642387795044e-09,1.185939374061003375e-08,1.326899210323771266e-08,1.375016168754012315e-08,8.150136825887657678e-06,2.738227496717500823e-09,5.302268731606683425e-09,8.197786649992202009e-09,1.090098599247471939e-08,3.564706451058073908e-09,1.164332087587104904e-08,4.494520090197127990e-09,9.135576065828002985e-09,4.648193511807957059e-09,4.324962730335465460e-09,1.898199377612852260e-08,3.983876264812078117e-09,3.483063876696639005e-09,4.005703022373292581e-09,4.883054603342763233e-09,5.637627238321844314e-09,3.427703312680892492e-09,1.828100745130861952e-08,3.899432295086133938e-09,7.298445616459150497e-09,4.138486254893977584e-09,4.574626277645460086e-09,3.638389544385719780e-09,1.211050140342689506e-08,3.922267954184635281e-09,1.545386554462714091e-08,3.973509603237056907e-09,1.000287068379018866e-08,6.652971428678030129e-09,1.259464836562249290e-08,1.808203566959059656e-08
1.369447981047190593e-06,1.092635009523308391e-09,4.054568642281576596e-02,2.193075520352261418e-09,1.979665266186546696e-09,1.090676379933192350e-09,6.001370291955802567e-09,1.264998017114159105e-09,3.333893828668989315e-09,2.040259704279820549e-09,4.302125491585846393e-08,4.558473064744623725e-08,2.491272231295117541e-09,1.971406794341228202e-09,5.958912248971058399e-09,2.664131320318197014e-09,9.341756663700734322e-09,8.087600628102180892e-10,6.828865086849115667e-09,7.728470792291556125e-09,3.707439713720461444e-09,1.636480999962449668e-08,1.634614629448509950e-09,6.483427622714442358e-09,2.990463957171208870e-09,2.405778628262470972e-09,1.399075095461568084e-09,1.155723157179440660e-08,5.659746424017986796e-06,3.560266337319602684e-09,4.756463620680979674e-09,7.595100752161902080e-09,4.277364853326763774e-09,8.827643748788519015e-09,3.001077024010373548e-09,1.913138498752120922e-09,1.639710468648921881e-08,1.338405744979716561e-08,8.909578031284086098e-09,2.230600528859020785e-09,6.599944527227202468e-09,2.981783737042548202e-09,6.557670465030561494e-09,3.208711560727892570e-09,2.279036250227219550e-09,2.550456293219268364e-09,1.363469712870249763e-08,8.317261445308907297e-09,7.805182684838475609e-09,1.309484452607316555e-08,1.523929319740677472e-08,1.435188075056576766e-08,7.987384275097536468e-06,2.719914818495775298e-09,5.286206344676008907e-09,3.051209436679056618e-09,1.061228104925139535e-08,3.542094833759884051e-09,9.006764001672402097e-09,4.133412671138494380e-09,8.859304277074996546e-09,3.632594702796344873e-09,3.790269948652258464e-09,1.038925153782835281e-08,4.133905919894027688e-09,3.833657714518916336e-09,4.201418381787244042e-09,4.808396063888699606e-09,4.644325243715982054e-09,3.304849152872368501e-09,1.331516623073655636e-08,4.494439686190370168e-09,4.246780770254817132e-09,4.044525662819413678e-09,4.081140576328776328e-09,4.252041375191174835e-09,1.381395712889567042e-08,3.595816875715123627e-09,5.186863104053782816e-09,3.899963373745480185e-09,1.012475001060716965e-08,5.409108628880752714e-09,1.242977678513523959e-08,1.094080752833718782e-08
1.311287795225335678e-06,1.017996803101312716e-09,3.751880126529057863e-02,2.057838777190303560e-09,2.022540274532051946e-09,1.282247290412309538e-09,7.165731115012986251e-09,1.334799213682041033e-09,3.497254694448498856e-09,1.836591965944122164e-09,4.013843572819912317e-08,5.160483120109145852e-08,2.805840176668549808e-09,1.900921159784092093e-09,4.884470016962217948e-09,2.935882521262144083e-09,1.210340511214975061e-08,7.445361447799829716e-10,6.414536128523614527e-09,7.565455668119329186e-09,4.022211780707092577e-09,9.501110317854990246e-09,2.658246407806942706e-09,7.034211992563596732e-09,2.748556779563599770e-09,2.312380011493789415e-09,1.438519422142011506e-09,9.031995991811204553e-09,5.634058467081562693e-06,3.520098134844829953e-09,3.952806695902842392e-09,7.974608512696239265e-09,3.841250304262420998e-09,8.323366856245277940e-09,2.972067841378005093e-09,2.050879857610686372e-09,1.546665375458455269e-08,9.442027782590764782e-09,9.251357186469102921e-09,2.355173183557737259e-09,6.920564905667220185e-09,2.977645808935746631e-09,6.324360075276955257e-09,3.219698002855308919e-09,2.456570555302900324e-09,3.710972844087942606e-09,1.572472348049706943e-08,8.442687908340299661e-09,8.322076804593331960e-09,1.209510751895988752e-08,1.308087812362714099e-08,1.355466803846472037e-08,7.980827793365866793e-06,2.733139952506137142e-09,5.120689164744784928e-09,3.016356246735784580e-09,1.051386117534397550e-08,3.557378965038751152e-09,8.994448407928737932e-09,3.836121538579675073e-09,1.043465779766781943e-08,4.074031969167161193e-09,5.725142996281462564e-09,1.259735114241352179e-08,3.677459671553531852e-09,3.875626604991018740e-09,4.345437545266075840e-09,4.782357500773331202e-09,4.719882297146662759e-09,3.468369650639374196e-09,1.114863638258960935e-08,3.729107869781610238e-09,4.522525008299085873e-09,5.163131760073249447e-09,4.796781406641083743e-09,3.509202947173148668e-09,1.068849324370277199e-08,3.713970565152206694e-09,5.329840501146194423e-09,3.779807054492700275e-09,9.933631662562175926e-09,4.213428336157653871e-09,1.422335030653912599e-08,1.100583819465179009e-08
1.504365623102381582e-06,1.077740580199960513e-09,2.753231990998635664e-02,2.134164375561206218e-09,2.392138982582484320e-09,1.089477441885696362e-09,5.879344823531349481e-09,1.751490595105070943e-09,3.883525875505968242e-09,1.746837598759701606e-09,3.973614247800905271e-08,4.531630810890291272e-08,3.454855567196919114e-09,1.917939797717742138e-09,7.918371885561312197e-09,2.662011322305165507e-09,1.607991906020155288e-08,6.810806595405159895e-10,6.311084766705391357e-09,7.407597293300445748e-09,3.541476213079032517e-09,1.021171406751754601e-08,2.225331220989139540e-09,6.649315627908641451e-09,2.654052755246987777e-09,2.498422375622708259e-09,1.396695148805736122e-09,9.126545096459055044e-09,5.645215514067145064e-06,4.415781909464717627e-09,3.950732034472341624e-09,7.179026676980224837e-09,3.919165602973702789e-09,8.158703259301997709e-09,3.109947289564477541e-09,2.019006540511563577e-09,1.411246488614297794e-08,1.508597132955968566e-08,8.990801689378667309e-09,2.051993687290788446e-09,6.649415233642046487e-09,3.797858273389979194e-09,7.243910548692819537e-09,3.674186299406364078e-09,2.566449691613168900e-09,3.304904136747413613e-09,1.389740749908337585e-08,9.068017380773863645e-09,9.361075030227127757e-09,1.176569470918436954e-08,1.342974293647528607e-08,1.521433592371823872e-08,8.164201865151132699e-06,3.043021351065537379e-09,4.959831555192267611e-09,3.160417912409610342e-09,1.077588270129387162e-08,3.546110843766690468e-09,1.079818923192088585e-08,4.036487697275831693e-09,8.788654648207360725e-09,3.714811187440465829e-09,4.005410731075750735e-09,1.136412624645316179e-08,4.366930144935193355e-09,3.758563044721659218e-09,3.965285263667827241e-09,5.416315525865968339e-09,4.666863674148672832e-09,3.528135048048043027e-09,1.183485365942991549e-08,3.631717305119049319e-09,4.507203678874860826e-09,5.592789241413949456e-09,3.900580856042771147e-09,3.509481922468978241e-09,1.223833457045390684e-08,3.634956621712145443e-09,7.135707038436567026e-09,3.886883259834362219e-09,1.028571215333074562e-08,4.044551870226283439e-09,1.299384883672626684e-08,2.196168740782851805e-08
1.404178420188684322e-06,1.073711646698860848e-09,3.318350443716883147e-02,2.054547301075047424e-09,1.940885442471720577e-09,1.102714915406781251e-09,6.326229909736701166e-09,1.346687940565934180e-09,3.417003306027545085e-09,1.746163897391413042e-09,4.050533219097653262e-08,4.371052153626146537e-08,2.858308787016054315e-09,1.905131833640675511e-09,4.707440769369972869e-09,2.795273711225830992e-09,9.166890176629965627e-09,6.611505239812914022e-10,5.871276232731079867e-09,7.700485858363889184e-09,3.551529415002932787e-09,9.953153437232410963e-09,1.673587402452981986e-09,7.537158557886783338e-09,2.642855157777532432e-09,2.603519568952244303e-09,1.392181617471377755e-09,9.027487903628183294e-09,5.569007087065727577e-06,3.496260348454078627e-09,4.078430778527433747e-09,8.424614943449558231e-09,3.716113701501430257e-09,8.524051522716770802e-09,2.979409313937029591e-09,2.462156537916501194e-09,1.485976481297414744e-08,9.399164537693086740e-09,8.890053427023089991e-09,2.064958673992479397e-09,6.686641813737498529e-09,3.016035330421816968e-09,7.531775337964862458e-09,3.213949726212457732e-09,2.256501157205283045e-09,2.510956069770418761e-09,1.386753571635179211e-08,9.685793624021725570e-09,7.810169964588597872e-09,1.234831963687418152e-08,1.304668191645720378e-08,1.374933122189882182e-08,8.118352961379314060e-06,3.109192464685810140e-09,5.663331846195462073e-09,3.009276866201389436e-09,1.138290046537679851e-08,3.724812322445496696e-09,8.950984270061188862e-09,4.101004119090438768e-09,8.790016828851948947e-09,3.633483302134182608e-09,3.772479533699405602e-09,1.116430661034020437e-08,4.742844279326484080e-09,3.706287983693038138e-09,4.230510930405928040e-09,6.440395401286071871e-09,4.704378655503819320e-09,3.324030025171765455e-09,1.064976418046247901e-08,3.797431784935712119e-09,4.382784956429020149e-09,4.430333834166536708e-09,4.148033017629206486e-09,3.528576912000885709e-09,1.430857300900215746e-08,3.558422199817515768e-09,5.738628381414676837e-09,4.084042779245858887e-09,1.161200019133622946e-08,4.010621707637764406e-09,1.293476560070350495e-08,1.190554350270969738e-08
1.437676772178920924e-06,1.112051075057473990e-09,1.268641047784822007e-01,2.118202189720853862e-09,2.282725291807194779e-09,1.083884443147567518e-09,7.027109317270492177e-09,2.787247776493796762e-09,3.849510644577466378e-09,1.730856774910025252e-09,4.468594960133847524e-08,4.452271443736882649e-08,2.540973001607600177e-09,1.969889675524236475e-09,8.765126474020247184e-09,2.703053259309996262e-09,1.775972146268233275e-08,6.374763575749742156e-10,6.077641813953133900e-09,8.581195673670101991e-09,4.983469064711743510e-09,1.372326786978784444e-08,1.638437419123569534e-09,7.173668425532658010e-09,2.682841724547403934e-09,2.442448326839126761e-09,1.736068766888692768e-09,9.303967269290495876e-09,5.677955341622546548e-06,3.573607555074760578e-09,4.067934550784023535e-09,8.558676470572103601e-09,3.752335205741523922e-09,8.160568595843075843e-09,2.979420951527991114e-09,2.589787456000483164e-09,1.448915915530498407e-08,1.325980103877196077e-08,9.349582383701958057e-09,3.213082313715208087e-09,6.768350556001553379e-09,3.219225250226001866e-09,6.252798570957175971e-09,3.496627859419497603e-09,2.200523487384315319e-09,2.595219466398469236e-09,1.362435625643607266e-08,1.094839916070400384e-08,7.875297897396189330e-09,1.738779064093180112e-08,1.332041271961917601e-08,1.360489694882237056e-08,7.990715437478347020e-06,3.225211314067759216e-09,5.199938646525492894e-09,4.073294162497399330e-09,1.158600989102397051e-08,3.713763841932435719e-09,9.323861541064867170e-09,3.876186439644929717e-09,9.716710450093074135e-09,4.174195474784726788e-09,4.189703596614558644e-09,1.628881860521507554e-08,3.674218748215187605e-09,5.109065307506013656e-09,4.289382075552327694e-09,5.605013937896406123e-09,5.769760850975580537e-09,3.773848024892806018e-09,1.072108704251494286e-08,4.152543388346311499e-09,4.297737056702123772e-09,6.012352854639210520e-09,5.629770619837564847e-09,4.360905493743955894e-09,9.905574623587453420e-09,4.331689368598834052e-09,5.347303175764987498e-09,3.872617428380559176e-09,1.056779134228445917e-08,4.104988058804552322e-09,1.243707948461791608e-08,1.131930350800040761e-08
1.347858865482205493e-06,1.030774839425807822e-09,1.604103874448081501e-01,2.186111597984522847e-09,2.114443833920596936e-09,1.090215099043236658e-09,5.930954022568592047e-09,1.204775773472054252e-09,4.701041983919207242e-09,1.732936156023560475e-09,4.088610324768102591e-08,4.830821339062986020e-08,2.508237821668641902e-09,1.980763277645776793e-09,6.026657023671873259e-09,2.773084437824786750e-09,1.252292020044166324e-08,6.397614824128079343e-10,5.899721117513315578e-09,7.724143170056997731e-09,3.758915437134527695e-09,9.452445281402171259e-09,3.892286582445744845e-09,6.545856383541911676e-09,2.981512734800110832e-09,2.437248697423243092e-09,1.408602661213992534e-09,9.087025370173455693e-09,5.700048418302527706e-06,4.123090922211826819e-09,3.932816668060083128e-09,8.199036983485538963e-09,4.164714638665678856e-09,9.318324200868991521e-09,2.979707313890785927e-09,1.963148915086170728e-09,1.421769068874824693e-08,9.505374667731408103e-09,8.904172199497039603e-09,2.215807403158302986e-09,6.806585174644569463e-09,3.438222360692950200e-09,6.387721791858393444e-09,3.716025974728099113e-09,2.240402269450073183e-09,2.767365923764389936e-09,1.631166096372680190e-08,1.064930569592425094e-08,7.895821928257313102e-09,1.181990455297016849e-08,1.323418400742890777e-08,1.539614568675796946e-08,8.035855398555412840e-06,3.241872223725341125e-09,5.356481528403250339e-09,3.358358904173433935e-09,1.067957102865004827e-08,3.441943353483656301e-09,9.148895276351231644e-09,3.862090090474618075e-09,9.544087369705797851e-09,3.473412243254262071e-09,5.591099609737416867e-09,1.116314958621105484e-08,4.295183648250134543e-09,3.567357907073305094e-09,3.990579140732521353e-09,5.213464996029218160e-09,4.985013829931313646e-09,3.287957438426197954e-09,1.085756597739450148e-08,3.663147737154401472e-09,5.366150649547896086e-09,4.027392373203143699e-09,3.970321427711986535e-09,3.556806749817021075e-09,1.059355694006607600e-08,3.592640084328093161e-09,6.627499263141907963e-09,3.794715698080556936e-09,1.037261304889739426e-08,4.777415127627821209e-09,1.347704722855949161e-08,1.289133015260849217e-08
1.367372886987693708e-06,1.219503360935998965e-09,1.430763374512661334e-01,2.082560754796392434e-09,2.397030094335789739e-09,1.237276455029806129e-09,5.932627091956816175e-09,1.432335639941903026e-09,3.353677270681350306e-09,1.733418041289815235e-09,5.262708476508264096e-08,7.583068582226029880e-08,2.487439762241844346e-09,2.066455623691804522e-09,4.834544889077879529e-09,2.725250400135372240e-09,9.394448720066333314e-09,6.311989724665621286e-10,6.104219454835156957e-09,8.582453742346830910e-09,3.661372277809294003e-09,9.667195384715521308e-09,2.758263690058884138e-09,6.492773490901453721e-09,2.653398217096486334e-09,2.339563963267358865e-09,1.442798876715495119e-09,9.362897347648531055e-09,5.569003450128657508e-06,4.394969663341355457e-09,3.907333770481616845e-09,7.747620973553564344e-09,3.728892898213883407e-09,8.451412580347899130e-09,3.135008154552608679e-09,2.278625206166973236e-09,2.011988399136104505e-08,9.332837703202215805e-09,8.900889495460625641e-09,2.087330895968542909e-09,7.669452068447983908e-09,2.969670579971388073e-09,6.352626258548237330e-09,4.843842844105858964e-09,2.147188649518378937e-09,2.541318190713525242e-09,1.412527546327393608e-08,8.447688376502472783e-09,8.443386209372133943e-09,1.179906915985118179e-08,1.308869230478616145e-08,1.437141359293057825e-08,7.988436005695412028e-06,3.907615258877715853e-09,5.082957463094742664e-09,3.177392035639213323e-09,1.065814253928194799e-08,3.454416119396443357e-09,8.994360650305394409e-09,5.274243724382783599e-09,1.095104448198633647e-08,7.238140580777057280e-09,3.973869903745451912e-09,1.156612115729048922e-08,3.886382917274541785e-09,3.454185842110311159e-09,6.309934911312947906e-09,4.817060841489247630e-09,4.690901757086568539e-09,3.371803005469026219e-09,1.206055711844761067e-08,7.021398240811204640e-09,5.777292998372781194e-09,4.020559667782874715e-09,3.932316778636054909e-09,4.129278777318799900e-09,1.011745086399573167e-08,3.725979373572204576e-09,5.516239403285866399e-09,3.827331030326148314e-09,1.044999139544890505e-08,5.159738797562307668e-09,1.371135263242310540e-08,1.156422723436585530e-08
1.326019710387288893e-06,1.027362243218853937e-09,1.917311256060894031e-02,3.651274736778701822e-09,1.929958656840728044e-09,1.207909355729824494e-09,6.326203618355872579e-09,1.202725841169370466e-09,3.387146534214957420e-09,1.727529521639911477e-09,3.978435912658156256e-08,4.494643607446634994e-08,2.526035626958528303e-09,1.900458625597981528e-09,4.723298519139002630e-09,2.700168662796539680e-09,9.154291894587791187e-09,6.316726366749954561e-10,5.935755206919132460e-09,9.168902596176774155e-09,3.557518887068159393e-09,9.623264125341646883e-09,2.239006266491871431e-09,6.619368795422548437e-09,2.955359679214692758e-09,2.298816576996692685e-09,1.392961144317066398e-09,9.012615901642667561e-09,5.566274186204174464e-06,3.510779448216299139e-09,3.881141100522887789e-09,8.774963012343775351e-09,3.917667165607600828e-09,8.191311995880113359e-09,3.302918154855293185e-09,1.923140818957711867e-09,1.429652791327064448e-08,9.539775692443868253e-09,1.219572183784406010e-08,2.431034406842434911e-09,6.623808678478670111e-09,2.963160516208480115e-09,6.230184236479913417e-09,3.205027435499236064e-09,2.506611499198212957e-09,2.710398202529009921e-09,1.306019416299600070e-08,8.214364235323431445e-09,7.733825099107497399e-09,1.169778552279719963e-08,1.359055350301114490e-08,1.366500959043589790e-08,8.031165156782408244e-06,3.036351302749771452e-09,6.786999608641869061e-09,3.035211940881584968e-09,1.052261626692273254e-08,3.449396906842111646e-09,9.093546021935914426e-09,4.233315080853094962e-09,8.784342818380594635e-09,3.583383011031256879e-09,4.036016653826503655e-09,1.036132026565880324e-08,3.693655716002116781e-09,3.446045010220207481e-09,3.962432927728062792e-09,6.241113399155238509e-09,4.659794674788797148e-09,3.447784991107321000e-09,1.062002397769783543e-08,3.602168884329164461e-09,4.436403567908031366e-09,5.032723595818267696e-09,3.907381968567182239e-09,3.992017641761746087e-09,9.860215547352152180e-09,4.250932607254600127e-09,5.642454305548071818e-09,4.109067210071456346e-09,9.824417567497863439e-09,4.036004980119434929e-09,1.296858485223213468e-08,1.103665314045348633e-08
