X2024-3,U3047,X2024-4,U3056,U3020,U3071,X2024-2,U3117,U3073,U3017,X2024-1,U3039,U3013
ENSG00000010292,8.20847982837578,11.1513818415042,8.69614244382504,10.8824693939349,12.7230158518477,11.9061465789432,8.71997777453501,11.3862746718328,12.431276208203,11.0979965649411,8.36266826487578,11.1585103066019,12.0120943928876
ENSG00000010319,8.0023070066947,6.27381801549058,7.78328593850987,5.88968124369097,6.16795874358624,5.98093331490752,8.51576094233806,5.68284451378311,6.16762909861401,5.68284451378311,8.8294691503729,7.30080308348187,6.11640551871915
ENSG00000010327,8.32302700970837,5.94861164591972,9.24517111513916,5.88968124369097,6.16795874358624,5.98093331490752,8.97064823054263,5.68284451378311,5.9636104210119,5.87582114587221,7.85634424011102,5.68284451378311,6.01918242730806
ENSG00000010404,15.3610673455826,12.682583604813,15.2473825475328,12.523520893502,13.1752383567303,11.3502290867368,14.819831787475,12.877873991351,13.1656396091832,10.7782909156078,14.7855233222386,12.130123619448,11.3774836162398
ENSG00000010438,8.83214485887724,5.68284451378311,8.87271083213177,5.68284451378311,5.68284451378311,5.68284451378311,8.97064823054263,5.94731326713325,5.68284451378311,5.68284451378311,9.82726541374565,5.68284451378311,5.87732206722348
ENSG00000010610,7.64417402365177,6.47142022818144,8.4436644977474,5.88968124369097,5.68284451378311,6.04760468642132,8.20654744632693,5.68284451378311,6.02644138952607,5.9555519989533,7.14639546795381,6.05368588026755,6.11640551871915
ENSG00000010818,11.211251900378,8.47130888171226,11.5171736075253,7.68855130507201,8.09743239778216,9.66831224469746,11.2362684859525,8.25823853519407,8.88528170392646,8.33046979370553,11.2914465092621,9.7131149717789,7.98918058017802
ENSG00000011028,7.76653246373945,12.4736381529701,7.99918509400834,11.7348327436473,12.7920306357079,12.1005389568197,8.31440234456394,12.9654157615166,11.9845469991804,13.2366792093744,8.73625271119215,14.2709233525402,12.8928669440183
ENSG00000011083,10.5201074303399,5.68284451378311,10.5121748078586,5.68284451378311,5.96380252521584,6.31133031623087,10.8975687353058,5.68284451378311,5.68284451378311,5.87582114587221,11.2735516291133,5.86864765685139,5.87732206722348
ENSG00000011105,9.36268913234791,9.17285394721069,9.41699809448326,9.00956346604837,13.2999996310596,11.8543392851344,9.34607005122543,11.8274708858588,11.9575401802534,8.79077703084538,9.2645956552228,10.1587011918706,10.305502999269
ENSG00000011201,8.98026180785524,6.99429107165134,9.51384352553025,5.68284451378311,6.419341206608,9.50232836394064,9.25749858248599,7.65309807683593,5.9636104210119,7.23426591748642,8.23727779934861,6.37196675741033,6.32307560207656
ENSG00000011304,9.17835908276723,11.9738383630325,9.25095697768292,13.2011280891605,12.7590549970012,12.7384509670205,9.19103752591287,12.4228987094811,12.4958351609856,12.6282660428348,8.58901214039218,12.3329585682004,12.7181258670904
ENSG00000011332,10.4469904122345,8.7995419768699,10.1036681389554,8.8515249551973,8.43986121632032,8.56445478866327,10.6062510594336,8.93499393230647,8.01925550317054,9.87418986443078,11.5450459863253,7.81356168698042,8.33820195965282
ENSG00000011347,12.1645670222081,7.04048850472065,12.3546810598432,6.95090112716176,6.27561037278655,6.43560909945085,12.2369361446888,6.63836526035022,6.02644138952607,8.78162918152899,12.6368749609902,6.3956810700989,6.42830258000472
ENSG00000011422,6.75504001237547,6.60787519024429,7.64160665500765,7.8651210891537,11.1589882980061,10.3432734649211,6.91068306410668,7.80907692920909,8.60622419387744,9.1835189603378,6.75119264980644,7.48638060598638,8.99123679932781
ENSG00000011426,7.3090139185469,9.90308208806711,9.79023976637436,11.0101149439529,12.7329908216986,12.4466751026294,9.87925627450685,10.8133659748598,11.8088710233076,10.2698672539989,9.70597172865635,11.149863941347,12.2782472414178
ENSG00000011465,8.73352953273712,6.00811253624244,8.75476852541717,5.68284451378311,5.68284451378311,9.53280197189084,9.74558011711344,6.0065256804833,5.88153238041385,5.9555519989533,9.10323664097896,8.47391393337306,7.9668564540523
ENSG00000011600,7.89349265122001,5.68284451378311,7.88795100385303,5.68284451378311,5.68284451378311,5.68284451378311,7.75588775566365,5.68284451378311,5.68284451378311,5.87582114587221,7.40979975149373,5.68284451378311,5.68284451378311
ENSG00000011677,10.283063322795,6.00811253624244,10.2270678689449,9.00656997706249,5.68284451378311,8.30178857109546,10.0465533323851,5.94731326713325,5.68284451378311,6.68450213206549,10.2386336932017,6.05368588026755,5.87732206722348
