X2024.1	X2024.2	X2024.3	X2024.4	U3047	U3013	U3117	U3056	U3039	U3017	U3071	U3073	U3020	e12A
ENSG00000005007.13_UPF1	11.0821405558712	11.5552275036365	11.5972846569023	11.5663930334632	11.2893388796937	11.1559022816937	11.9337703201677	12.2550957712578	11.5037380901502	11.9353623635591	11.3520529539349	11.0528741349326	11.0998047843526	10.9363505054136
ENSG00000005020.13_SKAP2	9.97585515289695	9.68270850606736	9.61860840307778	9.70880199087242	8.59284513395163	8.61956268789779	7.72407539585234	8.71093062489452	9.6093416274486	10.1343820799144	10.4253430487017	8.3659842839722	6.639999101421	9.87955593924179
ENSG00000005022.6_SLC25A5	11.7353159506762	11.5454784673284	11.3471316125172	11.2594031519969	12.1330940123033	12.6906414746836	11.5211658339924	11.8505259806291	10.7036261225988	11.9465103386485	11.8063764898601	12.6716418827119	12.9263245008256	12.7273905209837
ENSG00000005059.16_MCUB	7.21036722705576	7.33405630618468	7.16786256634787	7.32285931956703	8.78222616204344	9.04121739334827	9.31112650251501	8.27102883517999	9.50257129011468	8.52368467984807	9.50232836394064	9.73309877646886	8.67241717196375	8.91979674894633
ENSG00000005075.15_POLR2J	9.77719625811783	9.27897950738295	9.4951807218032	9.02958469916008	9.74399472197384	10.1934254240358	10.1248083914788	10.1590002000542	9.59662299207273	10.0159705612231	9.88765727350797	9.68583847079209	10.2121092319869	10.0677554292771
ENSG00000005100.13_DHX33	9.08829840828017	9.34832808541415	9.22239903365044	9.25384110658367	9.88714343535249	10.3382213203683	9.61475330312591	10.7289683955093	9.77505520434434	9.91476916103897	9.98355134261721	9.5471986252328	10.1599725498012	10.0435784470776
ENSG00000005108.16_THSD7A	8.47174969765836	8.300187033213	9.25949352542494	8.83835521061538	7.49823239500035	8.64033889641483	8.53476558834386	6.9206472041186	10.390401780425	8.0441272742249	6.91224215829712	6.07928586664725	7.81961573705679	6.70148586808482
ENSG00000005156.12_LIG3	8.99920465358349	8.81189119900388	8.63184586605121	8.9390066368677	9.72617341815217	9.78349192045337	9.40307393479257	9.82976536503165	9.72192028057007	9.86422040520891	9.44394924912899	10.0031765790596	9.55834801712649	9.63651131836004
ENSG00000005175.10_RPAP3	8.72658115529918	9.04519418085734	8.9455439989521	9.35664231596038	9.80184706371347	9.93352769705854	9.49119562791318	9.54195883587368	9.54789437248576	8.81786847824237	9.79209417040969	9.70120006534456	10.0852107207219	10.1074450103566
ENSG00000005189.20_REXO5	7.40979975149373	6.96841896813968	7.7327501390859	7.09488754296018	8.02476712259813	8.02736835105899	7.32878291544043	7.52905311627505	7.86450675603261	7.91230949577859	7.10290887487395	8.40053297289319	8.7476038558834	7.78404535718774
ENSG00000005194.15_CIAPIN1	10.0751791247866	9.75749102899195	9.84498728915869	9.72131677502766	9.38711565314401	9.42007529480844	9.74171608411289	10.1868136271944	9.55613203427989	9.41459455145647	9.09217667185253	9.70289677902291	10.1575009365233	10.0295780328175
ENSG00000005206.17_SPPL2B	9.52178280807488	9.22096001609975	9.23678088746363	9.08581990024239	11.1662813035258	10.5990117304515	11.0302374747542	10.7244619170979	10.5244776529265	11.7691233363592	10.4482816383639	9.67550505746093	9.62263109623438	9.43298517103109
